"co_procedimento";"qt_maxima_execucao";"qt_dias_permanencia";"qt_pontos";"vl_idade_minima";"vl_idade_maxima";"vl_servico_hospitalar";"vl_servico_ambulatorial";"vl_servico_profissional";"qt_tempo_permanencia"
"0211060208";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000674";"0000000000";"9999"
"0211060216";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000337";"0000000000";"9999"
"0211060224";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000337";"0000000000";"9999"
"0211060232";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000001234";"0000000000";"9999"
"0211060240";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001234";"0000000000";"9999"
"0211060259";"0002";"9999";"0000";"0000";"1571";"0000000337";"0000000337";"0000000000";"9999"
"0211060267";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000002424";"0000000000";"9999"
"0211060275";"9999";"9999";"0000";"0048";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0211060283";"0001";"9999";"0000";"0720";"1571";"0000000000";"0000004800";"0000000000";"9999"
"0211070017";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000411";"0000000000";"9999"
"0211070025";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002100";"0000000000";"9999"
"0211070033";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002013";"0000000000";"9999"
"0211070041";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002100";"0000000000";"9999"
"0211070050";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001800";"0000000000";"9999"
"0211070068";"9999";"9999";"0000";"0000";"0131";"0000000000";"0000000411";"0000000000";"9999"
"0211070076";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000411";"0000000000";"9999"
"0211070084";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000411";"0000000000";"9999"
"0211070092";"0001";"9999";"0000";"0036";"1571";"0000000000";"0000002475";"0000000000";"9999"
"0211070106";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000004656";"0000000000";"9999"
"0211070114";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000411";"0000000000";"9999"
"0211070122";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000425";"0000000000";"9999"
"0211070130";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000137";"0000000000";"9999"
"0211070149";"9999";"9999";"0000";"0000";"0071";"0000000000";"0000001351";"0000000000";"9999"
"0211070157";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000004688";"0000000000";"9999"
"0211070165";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000810";"0000000000";"9999"
"0211070173";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000411";"0000000000";"9999"
"0211070181";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000411";"0000000000";"9999"
"0211070190";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000192";"0000000000";"9999"
"0211070203";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002300";"0000000000";"9999"
"0211070211";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002625";"0000000000";"9999"
"0211070220";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000137";"0000000000";"9999"
"0211070238";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000480";"0000000000";"9999"
"0211070246";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001200";"0000000000";"9999"
"0211070254";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000137";"0000000000";"9999"
"0211070262";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000004688";"0000000000";"9999"
"0211070270";"9999";"9999";"0000";"0000";"0071";"0000000000";"0000001351";"0000000000";"9999"
"0211070289";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000480";"0000000000";"9999"
"0211070297";"0001";"9999";"0000";"0036";"1571";"0000000000";"0000002255";"0000000000";"9999"
"0211070300";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000004436";"0000000000";"9999"
"0211070319";"0002";"9999";"0000";"0000";"1571";"0000000000";"0000000875";"0000000000";"9999"
"0211070327";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000137";"0000000000";"9999"
"0211070335";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000137";"0000000000";"9999"
"0211070343";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000936";"0000000000";"9999"
"0211070351";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001212";"0000000000";"9999"
"0211070360";"9999";"9999";"0000";"0048";"0155";"0000000000";"0000001200";"0000000000";"9999"
"0211070378";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000004656";"0000000000";"9999"
"0211070386";"0002";"9999";"0000";"0000";"1571";"0000000000";"0000003391";"0000000000";"9999"
"0211070394";"0002";"9999";"0000";"0000";"1571";"0000000000";"0000009376";"0000000000";"9999"
"0211070408";"0002";"9999";"0000";"0000";"1571";"0000000000";"0000004600";"0000000000";"9999"
"0211070416";"0001";"9999";"0000";"0060";"1571";"0000000000";"0000004656";"0000000000";"9999"
"0211080012";"9999";"9999";"0000";"0048";"1571";"0000000000";"0000000278";"0000000000";"9999"
"0211080020";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000278";"0000000000";"9999"
"0211080039";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000278";"0000000000";"9999"
"0211080047";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000278";"0000000000";"9999"
"0211080055";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000636";"0000000000";"9999"
"0211080063";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000428";"0000000000";"9999"
"0211080071";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000278";"0000000000";"9999"
"0211080080";"9999";"9999";"0000";"0048";"1571";"0000000000";"0000000278";"0000000000";"9999"
"0211090018";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000762";"0000000000";"9999"
"0211090026";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000882";"0000000000";"9999"
"0211090034";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000882";"0000000000";"9999"
"0211090042";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000882";"0000000000";"9999"
"0211090050";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000882";"0000000000";"9999"
"0211090069";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000882";"0000000000";"9999"
"0211090077";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000882";"0000000000";"9999"
"0211100013";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000274";"0000000000";"9999"
"0212010018";"9999";"9999";"0000";"0192";"0839";"0000000000";"0000001500";"0000000000";"9999"
"0212010026";"9999";"9999";"0000";"0000";"1571";"0000001704";"0000001704";"0000000000";"9999"
"0212010034";"9999";"9999";"0000";"0000";"1571";"0000001704";"0000001704";"0000000000";"9999"
"0212010042";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001000";"0000000000";"9999"
"0212010050";"9999";"9999";"0000";"0192";"0839";"0000000000";"0000007500";"0000000000";"9999"
"0212010069";"9999";"9999";"0000";"0192";"0839";"0000000000";"0000000934";"0000000000";"9999"
"0212020013";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000004500";"0000000000";"9999"
"0212020021";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000007000";"0000000000";"9999"
"0212020030";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001361";"0000000000";"9999"
"0212020048";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000500";"0000000000";"9999"
"0212020056";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000500";"0000000000";"9999"
"0212020064";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000001015";"0000000000";"9999"
"0213010011";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010020";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010038";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010054";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010062";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010070";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010089";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010097";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010100";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010119";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010127";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010135";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010143";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010160";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010178";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010186";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010194";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010208";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010216";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010224";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010232";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010240";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010259";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010267";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010275";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010291";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010305";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010321";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010330";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010348";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010356";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010364";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010372";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010380";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010399";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010402";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010410";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010429";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010437";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010445";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010453";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010461";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010470";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010488";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010496";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010500";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010518";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010526";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010534";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010542";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010550";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010569";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010577";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010585";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010607";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010615";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010623";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010631";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010640";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010658";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010666";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010674";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010682";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010690";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213010704";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0213020017";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999"
"0213020025";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999"
"0213020033";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999"
"0213020041";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999"
"0213020050";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999"
"0213020068";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999"
"0213020076";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999"
"0213020084";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999"
"0214010015";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0214010023";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0214010031";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0214010040";"9999";"9999";"0000";"0108";"1571";"0000000100";"0000000100";"0000000000";"9999"
"0214010058";"9999";"9999";"0000";"0024";"1571";"0000000100";"0000000100";"0000000000";"9999"
"0214010066";"9999";"9999";"0000";"0108";"0671";"0000000000";"0000000000";"0000000000";"9999"
"0214010074";"9999";"9999";"0000";"0024";"1571";"0000000000";"0000000100";"0000000000";"9999"
"0214010082";"0003";"9999";"0000";"0120";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0214010090";"0003";"9999";"0000";"0024";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0214010104";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0214010112";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0214010120";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0214010139";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0301010013";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0301010021";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0301010030";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0301010048";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000630";"0000000000";"9999"
"0301010056";"9999";"9999";"0000";"0060";"1571";"0000000000";"0000001000";"0000000000";"9999"
"0301010064";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0301010072";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001000";"0000000000";"9999"
"0301010080";"9999";"9999";"0000";"0000";"0167";"0000000000";"0000000000";"0000000000";"9999"
"0301010099";"9999";"9999";"0000";"0120";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0301010102";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000005774";"0000000000";"9999"
"0301010110";"9999";"9999";"0000";"0108";"0731";"0000000000";"0000000000";"0000000000";"9999"
"0301010129";"9999";"9999";"0000";"0108";"0731";"0000000000";"0000000000";"0000000000";"9999"
"0301010137";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0301010145";"0001";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000001000";"9999"
"0301010153";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0301010161";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000314";"0000000000";"9999"
"0301010170";"9999";"9999";"0020";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0301010196";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000080000";"0000000000";"9999"
"0301010200";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000080000";"0000000000";"9999"
"0301010218";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000060000";"0000000000";"9999"
"0301010226";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000010000";"0000000000";"9999"
"0301010234";"9999";"9999";"0000";"0108";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0301020019";"9999";"9999";"0000";"0060";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0301020027";"9999";"9999";"0000";"0060";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0301020035";"0001";"9999";"0000";"0060";"1571";"0000000000";"0000000726";"0000000000";"9999"
"0301030014";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0301030022";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
